product,brand,budget,use_case,urgency,decision_stage,sentiment_score,confidence_score,hesitation_score,feature_count,brand_count,price_sensitivity,interaction_length,conversion
camera,bosch,61000,work_from_home,no_rush,awareness,0.15,0.05,0.93,3,4,low,1,0
smartphone,asus,68000,travel,flexible,mid,0.7,0.78,0.08,5,2,medium,1,1
tablet,canon,36000,casual,exploring,awareness,0.13,0.27,0.9,1,2,medium,9,0
keyboard,apple,0,office,exploring,decision,0.54,0.46,0.52,6,1,low,2,0
tablet,sony,33000,professional,soon,mid,0.38,0.9,0.13,6,1,low,4,1
television,bose,127000,gaming,no_rush,awareness,0.87,0.74,0.14,6,2,high,2,0
microwave,hp,17000,travel,exploring,decision,0.91,0.87,0.07,4,4,low,4,1
camera,xiaomi,55000,travel,immediate,decision,0.68,0.82,0.53,6,5,medium,8,1
refrigerator,hp,19000,gaming,exploring,mid,0.96,0.54,0.28,7,5,low,1,1
washing_machine,bosch,42000,fitness,flexible,early,0.16,0.11,0.89,6,4,high,7,0
monitor,bosch,29000,travel,immediate,awareness,0.97,0.96,0.02,7,2,low,3,1
laptop,bosch,186000,casual,soon,awareness,0.67,0.68,0.41,5,5,low,1,1
headphones,bose,34000,coding,immediate,decision,0.63,0.05,0.77,7,2,high,9,1
refrigerator,apple,31000,streaming,no_rush,mid,0.77,0.87,0.42,1,3,low,6,0
smartwatch,samsung,28000,business,flexible,early,0.78,0.31,0.54,5,2,high,6,1
smartwatch,canon,40000,work_from_home,flexible,mid,0.16,0.39,0.77,8,3,medium,7,0
microwave,apple,13000,office,immediate,early,0.23,0.16,0.99,3,5,medium,8,0
microwave,xiaomi,7000,professional,exploring,early,0.17,0.05,0.92,7,4,high,7,0
speaker,lenovo,40000,gaming,exploring,awareness,0.64,0.58,0.32,4,4,low,6,0
mouse,sony,8000,work_from_home,flexible,early,0.49,0.76,0.75,2,3,high,5,0
air_conditioner,asus,59000,coding,flexible,early,0.45,0.62,0.32,6,1,low,4,0
laptop,bose,42000,work_from_home,soon,early,0.26,0.3,0.83,6,3,low,10,0
tablet,xiaomi,60000,casual,exploring,decision,0.05,0.05,0.98,4,2,low,7,0
television,whirlpool,211000,entertainment,soon,late,0.31,0.53,0.72,7,1,low,1,1
smartphone,lg,84000,home_use,soon,mid,0.39,0.41,0.56,2,1,high,8,0
keyboard,bosch,18000,entertainment,no_rush,decision,0.54,0.76,0.49,5,5,low,5,1
tablet,whirlpool,19000,work_from_home,no_rush,awareness,0.18,0.49,0.64,7,5,low,10,0
television,asus,213000,home_use,soon,late,0.06,0.64,0.78,8,3,low,7,0
keyboard,whirlpool,8000,office,exploring,early,0.99,0.97,0.03,3,2,low,7,0
washing_machine,hp,61000,office,no_rush,early,0.34,0.13,0.7,1,2,medium,2,0
air_conditioner,lg,39000,work_from_home,no_rush,awareness,0.28,0.35,0.52,3,5,low,6,0
camera,apple,19000,office,immediate,awareness,0.28,0.15,0.47,8,2,low,6,0
refrigerator,bose,87000,fitness,exploring,decision,0.31,0.92,0.34,3,1,medium,4,1
keyboard,oneplus,16000,photography,flexible,awareness,0.86,0.93,0.09,3,4,medium,3,1
headphones,oneplus,29000,travel,exploring,decision,0.19,0.35,0.49,2,2,low,9,0
washing_machine,xiaomi,74000,entertainment,immediate,late,0.3,0.07,0.92,5,2,medium,9,0
washing_machine,hp,54000,coding,no_rush,late,0.8,0.59,0.08,1,2,high,5,1
washing_machine,xiaomi,76000,casual,soon,awareness,0.22,0.42,0.72,4,4,low,8,1
tablet,sony,75000,professional,flexible,decision,0.09,0.07,0.82,6,3,medium,4,0
television,bose,295000,gaming,exploring,decision,0.79,0.92,0.09,3,3,medium,3,1
refrigerator,bosch,72000,work_from_home,soon,late,0.09,0.14,0.81,4,3,high,3,0
air_conditioner,sony,25000,professional,flexible,late,0.58,0.18,0.65,7,5,low,7,0
refrigerator,canon,57000,photography,exploring,decision,0.86,0.96,0.08,6,3,low,7,1
smartphone,xiaomi,55000,travel,immediate,awareness,0.05,0.34,0.67,8,1,low,4,0
washing_machine,hp,32000,travel,immediate,awareness,0.63,0.97,0.12,4,3,high,3,0
speaker,asus,26000,creative,soon,early,0.13,0.24,0.61,4,5,medium,4,0
headphones,canon,19000,study,exploring,early,0.93,0.98,0.02,3,2,high,2,0
refrigerator,bosch,95000,photography,flexible,decision,0.43,0.16,0.9,4,1,low,9,0
keyboard,oneplus,8000,gaming,no_rush,early,0.57,0.11,0.84,6,5,low,7,0
headphones,bose,34000,photography,exploring,awareness,0.47,0.7,0.46,2,3,medium,9,1
microwave,sony,16000,casual,soon,early,0.73,0.31,0.61,5,3,medium,5,0
refrigerator,dell,39000,office,flexible,late,0.93,0.41,0.6,2,5,medium,3,1
television,whirlpool,290000,entertainment,exploring,decision,0.65,0.88,0.41,3,3,low,2,0
monitor,sony,21000,professional,immediate,awareness,0.8,0.79,0.27,4,2,medium,9,1
tablet,xiaomi,50000,travel,no_rush,early,0.19,0.23,0.78,3,1,low,3,1
smartwatch,oneplus,33000,streaming,immediate,decision,0.12,0.21,0.91,3,5,low,8,1
mouse,oneplus,3000,entertainment,immediate,early,0.51,0.6,0.45,1,3,medium,4,1
television,samsung,193000,creative,immediate,decision,0.11,0.53,0.92,1,3,low,9,1
monitor,lg,75000,study,soon,decision,0.72,0.4,0.11,6,1,high,8,1
smartwatch,sony,28000,study,exploring,awareness,0.05,0.05,0.9,6,4,high,8,0
laptop,bosch,183000,home_use,exploring,decision,0.05,0.16,0.9,5,4,medium,3,0
headphones,jbl,17000,study,exploring,awareness,0.82,0.97,0.08,1,2,medium,7,1
mouse,jbl,3000,home_use,no_rush,awareness,0.42,0.43,0.38,3,4,high,10,0
air_conditioner,bosch,52000,creative,no_rush,decision,0.75,0.75,0.15,6,2,low,3,1
refrigerator,canon,52000,office,no_rush,awareness,0.06,0.34,0.34,8,5,high,8,0
headphones,canon,34000,home_use,immediate,decision,0.09,0.05,0.97,2,4,low,6,0
air_conditioner,bosch,24000,work_from_home,flexible,awareness,0.8,0.42,0.67,3,5,low,3,0
monitor,samsung,61000,entertainment,immediate,mid,0.23,0.75,0.61,3,2,high,3,1
washing_machine,apple,24000,business,flexible,mid,0.88,0.94,0.23,3,1,low,1,0
refrigerator,xiaomi,75000,office,soon,mid,0.75,0.84,0.52,1,4,low,3,1
mouse,bose,5000,entertainment,exploring,early,0.82,0.6,0.36,8,3,low,6,0
mouse,bose,6000,coding,exploring,late,0.75,0.68,0.43,8,4,low,4,1
speaker,bose,9000,office,flexible,awareness,0.05,0.05,0.98,8,3,medium,2,0
laptop,xiaomi,93000,streaming,flexible,decision,0.61,0.29,0.68,3,2,medium,7,0
television,lg,176000,fitness,soon,late,0.08,0.05,0.81,1,2,high,7,1
refrigerator,lenovo,85000,creative,immediate,mid,0.95,0.97,0.03,5,3,high,6,1
keyboard,jbl,19000,travel,soon,late,0.38,0.15,0.87,4,2,low,4,0
monitor,bosch,75000,business,soon,awareness,0.95,0.95,0.13,5,4,medium,6,0
television,sony,113000,coding,flexible,decision,0.75,0.21,0.62,1,3,high,3,1
microwave,asus,13000,professional,soon,decision,0.84,0.78,0.55,5,3,medium,10,0
laptop,xiaomi,162000,fitness,soon,awareness,0.48,0.16,0.47,2,4,low,9,1
speaker,bosch,1000,home_use,no_rush,decision,0.75,0.91,0.06,7,3,medium,2,1
monitor,lg,11000,work_from_home,soon,awareness,0.07,0.19,0.78,8,2,medium,6,1
monitor,lenovo,20000,fitness,exploring,mid,0.2,0.14,0.94,1,5,medium,3,1
speaker,lg,35000,entertainment,no_rush,decision,0.61,0.48,0.43,5,1,high,7,0
monitor,whirlpool,18000,fitness,flexible,mid,0.69,0.59,0.12,3,2,high,6,1
keyboard,sony,7000,coding,no_rush,late,0.23,0.1,0.54,6,5,high,1,0
monitor,canon,13000,home_use,flexible,mid,0.05,0.05,0.89,2,3,high,1,1
keyboard,whirlpool,19000,streaming,flexible,late,0.63,0.52,0.22,6,1,medium,10,1
monitor,canon,78000,professional,flexible,mid,0.35,0.4,0.21,4,3,low,7,1
smartwatch,bose,6000,travel,flexible,late,0.77,0.84,0.39,3,4,low,9,1
laptop,whirlpool,54000,office,exploring,decision,0.44,0.8,0.42,1,1,medium,8,1
television,apple,228000,travel,exploring,decision,0.89,0.65,0.43,6,2,low,10,1
camera,hp,44000,office,immediate,awareness,0.69,0.74,0.27,2,5,medium,5,1
air_conditioner,sony,59000,fitness,soon,decision,0.36,0.27,0.55,8,2,high,1,1
keyboard,sony,2000,streaming,soon,decision,0.1,0.54,0.38,7,5,low,5,1
air_conditioner,bosch,75000,coding,no_rush,early,0.48,0.75,0.82,6,4,high,5,0
tablet,samsung,39000,business,flexible,awareness,0.89,0.88,0.46,2,5,high,2,0
air_conditioner,canon,57000,office,no_rush,awareness,0.7,0.7,0.27,2,4,high,2,0
television,xiaomi,98000,gaming,exploring,late,0.18,0.07,0.66,3,1,low,8,0
washing_machine,bose,63000,office,flexible,awareness,0.78,0.84,0.25,8,2,low,7,1
smartphone,xiaomi,143000,coding,soon,late,0.84,0.94,0.16,1,4,medium,10,0
camera,sony,160000,travel,no_rush,mid,0.32,0.3,0.37,5,4,high,3,1
keyboard,hp,0,gaming,soon,late,0.47,0.74,0.45,5,2,low,6,1
television,hp,85000,fitness,immediate,late,0.95,0.98,0.03,4,3,high,9,1
mouse,bosch,7000,streaming,immediate,mid,0.36,0.28,0.55,1,4,high,3,0
headphones,bosch,1000,fitness,no_rush,mid,0.84,0.93,0.06,7,4,low,5,1
camera,lenovo,106000,professional,immediate,early,0.92,0.78,0.13,6,4,high,4,1
monitor,dell,54000,coding,flexible,early,0.66,0.49,0.46,3,3,low,1,0
smartwatch,hp,12000,professional,soon,late,0.68,0.33,0.19,5,2,medium,4,1
smartphone,hp,67000,work_from_home,flexible,decision,0.11,0.09,0.9,6,2,low,8,1
keyboard,xiaomi,15000,coding,immediate,mid,0.39,0.54,0.62,3,3,high,2,0
speaker,canon,39000,travel,flexible,decision,0.05,0.05,0.96,3,5,medium,5,0
tablet,samsung,34000,work_from_home,flexible,early,0.57,0.52,0.52,7,3,medium,6,0
microwave,sony,11000,business,soon,mid,0.54,0.81,0.1,2,3,low,10,1
monitor,dell,56000,office,no_rush,decision,0.05,0.05,0.85,5,5,medium,5,0
mouse,lg,4000,business,soon,mid,0.05,0.36,0.92,7,3,medium,6,1
keyboard,bosch,10000,streaming,exploring,mid,0.72,0.75,0.48,5,4,high,5,1
microwave,xiaomi,20000,study,no_rush,decision,0.57,0.7,0.4,1,5,high,2,0
monitor,samsung,65000,creative,flexible,decision,0.85,0.93,0.03,3,5,high,6,1
smartphone,sony,94000,entertainment,exploring,late,0.44,0.55,0.74,4,1,high,10,1
refrigerator,samsung,88000,coding,flexible,mid,0.83,0.96,0.03,8,5,medium,4,1
refrigerator,lg,28000,business,immediate,awareness,0.31,0.2,0.63,6,1,low,5,0
refrigerator,hp,81000,professional,exploring,decision,0.35,0.57,0.3,7,4,medium,10,0
smartwatch,oneplus,39000,photography,no_rush,decision,0.55,0.76,0.25,1,5,high,4,1
smartwatch,bosch,12000,entertainment,flexible,early,0.83,0.84,0.3,4,3,low,1,1
laptop,jbl,45000,professional,soon,decision,0.21,0.83,0.14,4,2,low,8,1
mouse,bose,5000,photography,exploring,awareness,0.97,0.97,0.04,7,2,low,1,1
camera,oneplus,126000,study,no_rush,mid,0.16,0.19,0.81,6,5,high,5,0
headphones,lenovo,40000,travel,flexible,late,0.88,0.95,0.1,5,4,high,8,1
tablet,canon,56000,fitness,no_rush,mid,0.61,0.35,0.26,3,1,medium,3,0
headphones,xiaomi,39000,office,flexible,awareness,0.8,0.6,0.39,2,5,medium,10,0
monitor,jbl,65000,business,soon,awareness,0.99,0.99,0.01,7,4,low,9,0
camera,canon,171000,study,flexible,early,0.49,0.39,0.45,7,5,high,10,1
laptop,dell,60000,coding,no_rush,awareness,0.13,0.05,0.62,5,3,high,5,0
refrigerator,samsung,33000,travel,soon,early,0.05,0.05,0.93,3,3,high,9,0
tablet,sony,74000,coding,immediate,early,0.44,0.27,0.23,7,1,high,7,0
air_conditioner,lg,60000,study,exploring,late,0.23,0.59,0.34,8,5,medium,10,1
keyboard,xiaomi,13000,casual,immediate,decision,0.88,0.15,0.57,7,5,high,3,0
smartwatch,apple,37000,travel,no_rush,late,0.81,0.97,0.08,3,5,medium,6,1
television,asus,44000,home_use,soon,early,0.27,0.48,0.74,1,1,high,2,0
speaker,xiaomi,22000,entertainment,exploring,decision,0.36,0.4,0.79,2,3,high,8,0
monitor,hp,75000,fitness,soon,decision,0.05,0.32,0.56,5,2,low,3,1
headphones,canon,24000,home_use,exploring,decision,0.65,0.29,0.65,7,1,high,10,0
speaker,apple,48000,professional,exploring,awareness,0.77,0.95,0.38,2,5,medium,1,0
microwave,lenovo,29000,business,no_rush,decision,0.62,0.17,0.88,6,5,high,6,0
mouse,samsung,9000,gaming,no_rush,early,0.32,0.23,0.77,5,5,medium,1,0
laptop,dell,49000,gaming,no_rush,early,0.65,0.33,0.48,6,2,low,6,0
camera,whirlpool,163000,home_use,flexible,decision,0.93,0.98,0.07,7,3,medium,6,0
microwave,dell,28000,professional,flexible,late,0.38,0.18,0.66,8,5,medium,8,0
keyboard,bose,6000,streaming,exploring,early,0.94,0.95,0.01,2,4,high,4,1
headphones,sony,0,business,soon,early,0.5,0.73,0.5,3,3,high,10,1
air_conditioner,hp,40000,business,immediate,mid,0.61,0.35,0.3,7,1,medium,4,1
monitor,lenovo,11000,work_from_home,no_rush,early,0.84,0.91,0.04,6,4,medium,3,1
tablet,lg,62000,coding,flexible,decision,0.77,0.9,0.24,6,1,high,5,1
laptop,canon,158000,business,immediate,mid,0.13,0.08,0.83,2,4,medium,4,0
refrigerator,bose,18000,entertainment,no_rush,decision,0.34,0.18,0.28,1,3,medium,9,0
speaker,canon,2000,study,exploring,awareness,0.35,0.57,0.54,8,4,low,4,0
camera,oneplus,160000,study,exploring,mid,0.91,0.7,0.06,3,2,high,8,1
washing_machine,whirlpool,75000,casual,flexible,decision,0.05,0.06,0.91,1,2,low,3,0
laptop,dell,104000,entertainment,flexible,awareness,0.97,0.91,0.1,4,5,medium,10,1
headphones,hp,10000,gaming,no_rush,late,0.2,0.19,0.91,5,3,low,9,0
mouse,jbl,7000,business,immediate,awareness,0.88,0.82,0.08,4,2,low,5,1
laptop,dell,173000,travel,soon,mid,0.86,0.96,0.1,2,3,medium,7,1
headphones,hp,32000,travel,immediate,late,0.96,0.64,0.23,8,3,low,8,1
mouse,whirlpool,4000,coding,exploring,awareness,0.98,0.94,0.07,5,2,high,5,1
air_conditioner,xiaomi,84000,professional,no_rush,mid,0.26,0.58,0.43,6,3,high,2,1
mouse,oneplus,9000,gaming,no_rush,mid,0.26,0.25,0.88,6,1,low,7,0
camera,whirlpool,177000,home_use,flexible,decision,0.83,0.77,0.3,4,3,low,8,1
smartwatch,sony,9000,business,soon,decision,0.07,0.08,0.69,4,2,low,6,0
television,canon,128000,fitness,no_rush,early,0.95,0.99,0.02,6,2,high,8,0
washing_machine,bose,22000,office,immediate,decision,0.46,0.15,0.81,7,5,low,3,1
speaker,bosch,47000,work_from_home,no_rush,awareness,0.71,0.45,0.49,3,4,medium,3,0
laptop,canon,114000,casual,no_rush,decision,0.73,0.38,0.33,8,5,high,6,0
headphones,hp,21000,professional,flexible,late,0.49,0.88,0.35,3,5,low,2,0
tablet,lenovo,25000,casual,immediate,early,0.43,0.45,0.59,6,2,medium,8,0
smartphone,samsung,91000,streaming,flexible,decision,0.43,0.78,0.28,7,5,high,9,0
tablet,sony,68000,photography,flexible,mid,0.97,0.99,0.06,2,3,low,3,1
smartwatch,canon,32000,business,immediate,late,0.91,0.93,0.05,5,3,high,7,0
television,dell,216000,gaming,exploring,late,0.46,0.53,0.29,7,1,medium,6,1
speaker,bosch,10000,office,flexible,decision,0.14,0.07,0.93,3,1,low,6,0
refrigerator,lg,36000,home_use,immediate,early,0.53,0.55,0.43,8,1,low,2,1
monitor,bosch,68000,gaming,soon,awareness,0.78,0.81,0.04,4,2,high,3,1
smartphone,bosch,137000,travel,soon,late,0.06,0.05,0.98,4,4,low,5,0
camera,jbl,177000,photography,flexible,early,0.71,0.83,0.35,2,5,low,10,1
tablet,apple,38000,study,flexible,late,0.45,0.35,0.22,7,5,high,9,0
headphones,samsung,26000,business,flexible,early,0.89,0.94,0.42,4,5,high,8,0
refrigerator,lg,79000,work_from_home,soon,late,0.09,0.05,0.78,5,4,high,5,0
camera,dell,81000,entertainment,exploring,late,0.98,0.97,0.03,8,2,low,4,1
camera,canon,149000,business,soon,decision,0.84,0.8,0.15,7,5,medium,8,0
speaker,sony,15000,home_use,immediate,early,0.75,0.84,0.3,2,1,high,5,0
washing_machine,sony,73000,fitness,immediate,awareness,0.39,0.7,0.31,3,2,high,9,1
laptop,bose,129000,photography,exploring,mid,0.33,0.5,0.68,1,1,medium,8,1
speaker,oneplus,23000,entertainment,immediate,awareness,0.33,0.14,0.93,7,5,low,3,0
keyboard,dell,14000,work_from_home,soon,mid,0.66,0.93,0.08,6,5,medium,8,0
television,sony,183000,business,soon,late,0.41,0.19,0.89,3,4,low,4,0
camera,lenovo,159000,streaming,immediate,mid,0.88,0.79,0.29,7,5,high,1,1
microwave,apple,10000,entertainment,soon,early,0.06,0.05,0.88,6,3,low,3,0
microwave,sony,20000,fitness,exploring,late,0.49,0.41,0.69,7,1,low,7,1
mouse,xiaomi,0,photography,flexible,awareness,0.56,0.71,0.56,6,4,medium,6,0
camera,bosch,183000,creative,flexible,awareness,0.24,0.11,0.81,1,3,high,8,0
speaker,jbl,37000,professional,exploring,awareness,0.6,0.76,0.31,7,5,medium,5,0
refrigerator,lg,51000,casual,flexible,early,0.25,0.36,0.63,5,5,low,4,0
microwave,jbl,6000,travel,flexible,early,0.41,0.05,0.91,4,3,high,5,0
laptop,oneplus,151000,work_from_home,soon,mid,0.05,0.23,0.91,8,4,medium,3,0
refrigerator,bosch,45000,study,no_rush,early,0.12,0.05,0.93,7,3,medium,2,0
television,whirlpool,299000,gaming,no_rush,decision,0.05,0.05,0.93,5,3,high,8,0
air_conditioner,apple,90000,professional,immediate,awareness,0.24,0.11,0.96,3,3,high,1,0
television,lg,77000,fitness,flexible,early,0.18,0.13,0.68,8,2,high,4,0
microwave,oneplus,11000,work_from_home,no_rush,early,0.36,0.35,0.88,5,1,high,10,0
camera,xiaomi,134000,study,no_rush,mid,0.8,0.93,0.23,4,5,low,10,1
mouse,jbl,1000,office,immediate,mid,0.88,0.99,0.08,3,3,low,1,1
headphones,dell,21000,creative,no_rush,early,0.84,0.96,0.06,7,3,low,3,1
laptop,oneplus,56000,study,soon,early,0.27,0.78,0.12,4,2,low,8,0
washing_machine,lenovo,33000,creative,exploring,decision,0.83,0.95,0.01,5,2,medium,10,0
television,whirlpool,210000,gaming,exploring,decision,0.15,0.15,0.79,4,3,high,4,1
monitor,dell,25000,study,no_rush,mid,0.7,0.9,0.2,1,4,high,5,1
camera,jbl,131000,casual,no_rush,early,0.88,0.96,0.32,8,2,medium,1,1
smartwatch,apple,20000,entertainment,immediate,early,0.54,0.96,0.17,8,3,medium,1,1
camera,oneplus,29000,fitness,no_rush,early,0.49,0.3,0.66,7,5,medium,4,0
monitor,jbl,22000,creative,no_rush,early,0.3,0.31,0.75,4,4,low,5,1
air_conditioner,hp,86000,fitness,no_rush,early,0.65,0.87,0.05,6,2,high,7,0
laptop,canon,122000,casual,no_rush,decision,0.73,0.87,0.15,4,1,medium,10,1
speaker,sony,1000,home_use,immediate,late,0.85,0.64,0.48,2,4,high,9,0
mouse,xiaomi,0,streaming,soon,late,0.73,0.65,0.58,3,3,medium,7,1
television,sony,124000,work_from_home,exploring,decision,0.8,0.73,0.26,6,1,high,9,0
headphones,xiaomi,13000,fitness,no_rush,mid,0.92,0.85,0.06,5,3,low,3,1
smartphone,bosch,58000,professional,soon,late,0.53,0.09,0.71,8,1,low,8,0
keyboard,canon,11000,casual,immediate,early,0.61,0.54,0.09,3,5,low,10,1
smartwatch,xiaomi,9000,work_from_home,immediate,awareness,0.7,0.53,0.84,7,2,medium,6,1
washing_machine,samsung,62000,coding,exploring,early,0.48,0.93,0.17,5,4,high,9,1
laptop,sony,84000,travel,immediate,early,0.34,0.6,0.12,6,5,high,7,0
laptop,canon,156000,professional,flexible,awareness,0.66,0.99,0.01,4,2,low,9,1
washing_machine,samsung,33000,professional,soon,early,0.59,0.53,0.25,7,5,medium,1,1
refrigerator,apple,25000,gaming,soon,awareness,0.08,0.06,0.88,6,5,low,3,1
smartwatch,sony,55000,home_use,exploring,awareness,0.07,0.15,0.91,8,3,medium,2,0
tablet,apple,37000,coding,soon,decision,0.54,0.5,0.4,6,2,low,4,0
television,apple,168000,study,soon,late,0.65,0.72,0.3,7,4,high,8,1
smartphone,whirlpool,21000,study,no_rush,late,0.32,0.67,0.45,5,1,medium,2,0
tablet,apple,68000,coding,soon,decision,0.67,0.4,0.32,3,5,low,7,1
washing_machine,lenovo,72000,coding,flexible,decision,0.49,0.29,0.91,5,4,medium,7,0
microwave,asus,7000,entertainment,flexible,decision,0.51,0.75,0.28,8,3,low,5,0
mouse,lenovo,7000,business,exploring,late,0.82,0.7,0.53,6,2,low,3,1
washing_machine,bose,80000,casual,flexible,early,0.88,0.93,0.14,2,1,low,4,1
monitor,lenovo,31000,creative,soon,late,0.19,0.06,0.91,3,3,high,8,0
smartwatch,samsung,54000,gaming,immediate,early,0.18,0.25,0.88,7,4,medium,7,0
washing_machine,lg,39000,photography,flexible,awareness,0.15,0.49,0.83,1,2,high,8,0
monitor,bose,30000,business,immediate,mid,0.8,0.41,0.58,7,2,medium,3,1
laptop,apple,143000,streaming,flexible,awareness,0.48,0.63,0.84,4,2,medium,6,0
television,whirlpool,207000,work_from_home,no_rush,late,0.38,0.32,0.77,7,5,low,4,0
television,asus,167000,streaming,flexible,late,0.79,0.81,0.27,4,1,low,2,1
smartwatch,samsung,53000,photography,no_rush,early,0.75,0.97,0.08,3,1,medium,8,1
monitor,canon,28000,home_use,no_rush,awareness,0.19,0.08,0.84,1,4,low,7,0
headphones,oneplus,12000,creative,soon,early,0.21,0.69,0.1,4,2,high,1,1
air_conditioner,apple,89000,work_from_home,immediate,awareness,0.36,0.45,0.39,2,5,high,7,0
speaker,apple,42000,travel,no_rush,awareness,0.34,0.64,0.23,4,1,medium,3,1
keyboard,whirlpool,18000,travel,no_rush,decision,0.82,0.75,0.44,7,2,medium,1,1
tablet,xiaomi,47000,gaming,exploring,late,0.32,0.41,0.68,2,2,low,8,1
camera,asus,126000,streaming,immediate,awareness,0.25,0.2,0.43,6,3,medium,6,0
smartwatch,samsung,13000,work_from_home,flexible,early,0.13,0.21,0.73,8,4,medium,5,0
tablet,oneplus,52000,work_from_home,exploring,decision,0.05,0.08,0.97,5,2,low,6,0
tablet,hp,24000,professional,exploring,decision,0.22,0.06,0.93,8,4,high,5,0
monitor,asus,70000,coding,no_rush,late,0.5,0.07,0.66,8,3,medium,7,0
monitor,lg,24000,photography,flexible,awareness,0.15,0.17,0.73,5,4,medium,7,0
smartwatch,sony,27000,home_use,immediate,late,0.66,0.6,0.31,8,3,medium,1,1
tablet,samsung,17000,creative,exploring,awareness,0.21,0.18,0.73,1,2,high,10,0
television,lg,299000,office,no_rush,late,0.61,0.84,0.04,7,2,medium,2,1
washing_machine,lg,25000,creative,flexible,early,0.66,0.23,0.83,2,4,low,9,0
television,sony,124000,office,flexible,decision,0.93,0.9,0.11,3,5,high,5,1
speaker,asus,50000,work_from_home,flexible,mid,0.93,0.81,0.15,1,2,high,4,1
laptop,canon,36000,business,soon,mid,0.5,0.22,0.6,8,4,low,7,1
microwave,canon,10000,travel,soon,late,0.71,0.57,0.26,1,2,medium,7,1
laptop,dell,192000,streaming,immediate,early,0.23,0.13,0.81,7,2,low,9,0
tablet,lenovo,26000,fitness,immediate,decision,0.94,0.97,0.02,6,4,medium,10,1
smartphone,lg,63000,gaming,flexible,mid,0.89,0.91,0.32,5,3,high,2,0
smartphone,xiaomi,147000,entertainment,no_rush,mid,0.69,0.93,0.2,5,5,high,9,0
headphones,apple,14000,fitness,soon,decision,0.3,0.65,0.53,4,3,high,3,1
camera,samsung,168000,office,flexible,late,0.32,0.62,0.55,7,1,low,4,0
smartphone,apple,63000,creative,immediate,mid,0.97,0.91,0.16,2,1,medium,10,0
laptop,whirlpool,190000,work_from_home,soon,late,0.79,0.91,0.05,6,5,low,2,1
monitor,bosch,41000,fitness,exploring,awareness,0.51,0.29,0.8,1,2,high,6,0
refrigerator,canon,51000,gaming,immediate,mid,0.1,0.07,0.88,4,2,low,2,0
keyboard,apple,9000,work_from_home,immediate,early,0.84,0.85,0.35,8,4,medium,8,1
refrigerator,lenovo,41000,photography,no_rush,decision,0.27,0.37,0.68,2,3,medium,4,1
air_conditioner,bose,90000,creative,immediate,decision,0.98,0.96,0.01,4,5,medium,2,0
air_conditioner,canon,62000,gaming,immediate,mid,0.73,0.93,0.04,2,4,low,5,0
speaker,sony,15000,photography,immediate,mid,0.8,0.91,0.17,4,5,high,3,1
refrigerator,xiaomi,53000,casual,flexible,mid,0.92,0.92,0.02,6,4,high,6,1
monitor,hp,14000,office,flexible,awareness,0.72,0.87,0.3,7,2,medium,5,0
washing_machine,asus,72000,professional,exploring,early,0.05,0.05,0.84,8,3,medium,3,0
smartphone,xiaomi,17000,coding,immediate,awareness,0.68,0.57,0.31,3,4,high,4,1
speaker,bosch,45000,coding,immediate,late,0.64,0.59,0.49,3,1,low,3,1
mouse,samsung,10000,business,no_rush,mid,0.27,0.6,0.31,1,2,low,6,0
laptop,lg,60000,fitness,flexible,early,0.68,0.39,0.86,2,3,low,7,0
monitor,lenovo,67000,gaming,no_rush,late,0.23,0.31,0.85,5,2,low,6,0
speaker,jbl,46000,gaming,flexible,awareness,0.84,0.89,0.06,6,2,high,1,1
keyboard,lg,4000,study,flexible,decision,0.14,0.36,0.39,2,4,high,2,0
microwave,bose,24000,travel,no_rush,late,0.37,0.36,0.52,4,3,low,2,0
mouse,bosch,0,streaming,immediate,late,0.89,0.97,0.05,2,5,low,6,1
washing_machine,dell,30000,photography,exploring,mid,0.12,0.05,0.95,4,4,medium,8,0
monitor,dell,29000,coding,exploring,awareness,0.36,0.23,0.79,7,1,high,4,0
washing_machine,apple,48000,study,exploring,early,0.68,0.63,0.25,4,5,high,2,1
laptop,bosch,49000,creative,soon,decision,0.66,0.62,0.13,1,1,high,9,1
camera,xiaomi,108000,fitness,flexible,early,0.46,0.67,0.62,8,2,medium,3,0
television,sony,84000,photography,flexible,mid,0.34,0.2,0.73,1,3,low,2,1
washing_machine,sony,65000,study,soon,decision,0.57,0.27,0.25,7,1,low,1,1
smartphone,sony,51000,work_from_home,immediate,late,0.11,0.05,0.88,3,3,high,2,0
tablet,hp,38000,office,flexible,mid,0.62,0.8,0.41,6,3,medium,8,0
refrigerator,lenovo,41000,office,flexible,decision,0.19,0.08,0.52,2,3,high,2,0
speaker,lenovo,34000,office,flexible,early,0.58,0.76,0.22,7,4,medium,2,1
washing_machine,samsung,79000,creative,no_rush,decision,0.92,0.85,0.11,1,2,low,10,1
smartphone,apple,66000,coding,flexible,mid,0.94,0.9,0.13,2,5,low,3,1
laptop,apple,188000,creative,no_rush,decision,0.19,0.05,0.9,6,3,low,9,0
washing_machine,sony,79000,photography,exploring,mid,0.86,0.94,0.22,6,5,medium,7,1
washing_machine,canon,63000,travel,immediate,decision,0.66,0.77,0.35,6,3,medium,4,1
refrigerator,xiaomi,29000,home_use,no_rush,awareness,0.33,0.15,0.86,4,2,high,7,0
tablet,apple,25000,professional,exploring,early,0.42,0.56,0.5,1,1,medium,5,0
